Status,Vessel type,Hull No.,Type,Dwt,GT,Size,Unit,CGT,Built,Builder,Yard Status,Contract Date,Owner,Owner Group,NB Price,Currency
On Order,Ultramax,SC-339,Bulk,"81,600",,"81,600",DWT,"19,844",2019-11,Tsuneishi Cebu,Established <2000,2017-Jul-01,Kambara Kisen,Tsuneishi Holdings,,
On Order,Ultramax,SC-340,Bulk,"81,600",,"81,600",DWT,"19,844",2020-02,Tsuneishi Cebu,Established <2000,2017-Jul-01,Unknown,Unknown,,
On Order,Ultramax,SC-343,Bulk,"81,600",,"81,600",DWT,"19,844",2020-05,Tsuneishi Cebu,Established <2000,2017-Jul-01,Kambara Kisen,Tsuneishi Holdings,,
On Order,Ultramax,SC-345,Bulk,"81,600",,"81,600",DWT,"19,844",2020-08,Tsuneishi Cebu,Established <2000,2017-Jul-01,Unknown,Unknown,,
On Order,Ultramax,SC-347,Bulk,"81,600",,"81,600",DWT,"19,844",2020-11,Tsuneishi Cebu,Established <2000,2017-Jul-01,Unknown,Unknown,,
On Order,Ultramax,SC-349,Bulk,"81,600",,"81,600",DWT,"19,844",2021-02,Tsuneishi Cebu,Established <2000,2017-Jul-01,Unknown,Unknown,,
On Order,Ultramax,CX0814,Bulk,"81,200",,"81,200",DWT,"19,784",2020-01,Chengxi Shipyard,Established <2000,2017-Jun-09,Korea Line,SM Group,,
On Order,Ultramax,CX0813,Bulk,"81,200",,"81,200",DWT,"19,784",2019-12,Chengxi Shipyard,Established <2000,2017-Jun-09,Korea Line,SM Group,,
On Order,Ultramax,CX0808A,Bulk,"82,000",,"82,000",DWT,"19,903",2019-06,Chengxi Shipyard,Established <2000,2017-Jun-02,BoCom Leasing,BoCom Leasing,,
On Order,Ultramax,CX0807A,Bulk,"82,000",,"82,000",DWT,"19,903",2018-11,Chengxi Shipyard,Established <2000,2017-Jun-02,BoCom Leasing,BoCom Leasing,,
On Order,Ultramax,HT82-222,Bulk,"82,000",,"82,000",DWT,"19,903",2019-,Jiangsu Hantong HI,Established 2000-10,2017-Jun-01,Nisshin Shipping,Nisshin Shipping,,
On Order,Ultramax,HT82-223,Bulk,"82,000",,"82,000",DWT,"19,903",2019-,Jiangsu Hantong HI,Established 2000-10,2017-Jun-01,Nisshin Shipping,Nisshin Shipping,,
On Order,Ultramax,N/A,Bulk,"85,000",,"85,000",DWT,"20,344",2019-,Sasebo HI,Established <2000,2017-Jun-01,Pleiades Shpg. Agcy.,Pleiades Shpg. Agcy.,,
On Order,Ultramax,N/A,Bulk,"85,000",,"85,000",DWT,"20,344",2019-,Sasebo HI,Established <2000,2017-Jun-01,Pleiades Shpg. Agcy.,Pleiades Shpg. Agcy.,,
On Order,Ultramax,860,Bulk,"77,000",,"77,000",DWT,"18,824",2020-01,Sasebo HI,Established <2000,2017-Jun-01,Ocean Longevity,Ocean Longevity,,
On Order,Ultramax,N/A,Bulk,"77,000",,"77,000",DWT,"18,824",2020-,Oshima Shipbuilding,Established <2000,2017-Jun-01,Ocean Longevity,Ocean Longevity,,
On Order,Ultramax,N/A,Bulk,"84,000",,"84,000",DWT,"20,197",2020-,Oshima Shipbuilding,Established <2000,2017-Jun-01,Ocean Longevity,Ocean Longevity,,
On Order,Ultramax,N/A,Bulk,"82,000",,"82,000",DWT,"19,903",2019-02,Jinling Shipyard,Established >2010,2017-May-18,Transocean Maritime,Transocean Maritime,,
On Order,Ultramax,N/A,Bulk,"82,000",,"82,000",DWT,"19,903",2019-02,Jinling Shipyard,Established >2010,2017-May-18,Transocean Maritime,Transocean Maritime,,
On Order,Ultramax,CX0810,Bulk,"81,200",,"81,200",DWT,"19,784",2019-06,Chengxi Shipyard,Established <2000,2017-May-11,Korea Line,SM Group,24.50,$m
On Order,Ultramax,CX0809,Bulk,"81,200",,"81,200",DWT,"19,784",2019-04,Chengxi Shipyard,Established <2000,2017-May-11,Korea Line,SM Group,24.50,$m
On Order,Ultramax,CX0811,Bulk,"81,200",,"81,200",DWT,"19,784",2019-08,Chengxi Shipyard,Established <2000,2017-May-11,Korea Line,SM Group,24.50,$m
On Order,Ultramax,CX0812,Bulk,"81,200",,"81,200",DWT,"19,784",2019-10,Chengxi Shipyard,Established <2000,2017-May-11,Korea Line,SM Group,24.50,$m
On Order,Ultramax,N/A,Bulk,"81,200","44,000","81,200",DWT,"19,719",2019-06,Chengxi Shipyard,Established <2000,2017-May-01,CSSC Shpg Leasing,CSSC,,
On Order,Ultramax,N/A,Bulk,"81,200","44,000","81,200",DWT,"19,719",2019-,Chengxi Shipyard,Established <2000,2017-May-01,CSSC Shpg Leasing,CSSC,,
On Order,Ultramax,N/A,Bulk,"82,000",,"82,000",DWT,"19,903",2019-,Chengxi Shipyard,Established <2000,2017-May-01,RGL Shipping,Rui Gang Lian Group,,
On Order,Ultramax,HT82-199,Bulk,"82,000",,"82,000",DWT,"19,903",2019-01,Jiangsu New Hantong,Established 2000-10,2017-May-01,Atlantica Shipping,Atlantica Shipping,23.50,$m
On Order,Ultramax,N/A,Bulk,"82,000",,"82,000",DWT,"19,903",2019-,Tsuneishi Cebu,Established <2000,2017-May-01,Helikon Shpg. Ent.,Helikon Shpg. Ent.,,
On Order,Ultramax,856,Bulk,"85,000",,"85,000",DWT,"20,344",2019-07,Sasebo HI,Established <2000,2017-May-01,Minerva Marine,Minerva Marine,,
On Order,Ultramax,854,Bulk,"85,000",,"85,000",DWT,"20,344",2019-12,Sasebo HI,Established <2000,2017-May-01,Transmed Shipping,Transmed Shipping,,
On Order,Ultramax,855,Bulk,"85,000",,"85,000",DWT,"20,344",2020-02,Sasebo HI,Established <2000,2017-May-01,Transmed Shipping,Transmed Shipping,,
On Order,Ultramax,N/A,Bulk,"81,200","44,000","81,200",DWT,"19,719",2018-11,Chengxi Shipyard,Established <2000,2017-May-01,CSSC Shpg Leasing,CSSC,,
On Order,Ultramax,N/A,Bulk,"81,200","44,000","81,200",DWT,"19,719",2019-,Chengxi Shipyard,Established <2000,2017-May-01,CSSC Shpg Leasing,CSSC,,
On Order,Ultramax,HT82-201,Bulk,"82,000",,"82,000",DWT,"19,903",2019-,Jiangsu New Hantong,Established 2000-10,2017-May-01,Oldendorff Carriers,Oldendorff Carriers,23.50,$m
On Order,Ultramax,N/A,Bulk,"82,000",,"82,000",DWT,"19,903",2019-,Chengxi Shipyard,Established <2000,2017-May-01,RGL Shipping,Rui Gang Lian Group,,
On Order,Ultramax,N/A,Bulk,"82,000",,"82,000",DWT,"19,903",2019-,Tsuneishi Cebu,Established <2000,2017-May-01,Helikon Shpg. Ent.,Helikon Shpg. Ent.,,
On Order,Ultramax,858,Bulk,"85,000",,"85,000",DWT,"20,344",2019-06,Sasebo HI,Established <2000,2017-May-01,Halcoussis Z. & G.,Halcoussis Z. & G.,,
On Order,Ultramax,857,Bulk,"85,000",,"85,000",DWT,"20,344",2019-08,Sasebo HI,Established <2000,2017-May-01,Minerva Marine,Minerva Marine,,
On Order,Ultramax,N/A,Bulk,"85,000",,"85,000",DWT,"20,344",2020-02,Sasebo HI,Established <2000,2017-May-01,Unknown,Unknown,,
On Order,Ultramax,N/A,Bulk,"82,000",,"82,000",DWT,"19,903",2018-12,Jinglu Shipyard,Established 2000-10,2017-Apr-07,Chartworld Shpg,Chartworld Shpg,,
On Order,Ultramax,JL0197(B),Bulk,"82,000",,"82,000",DWT,"19,903",2019-09,Jinglu Shipyard,Established 2000-10,2017-Apr-07,Chartworld Shpg,Chartworld Shpg,,
On Order,Ultramax,N/A,Bulk,"82,000",,"82,000",DWT,"19,903",2019-03,Jinglu Shipyard,Established 2000-10,2017-Apr-07,Chartworld Shpg,Chartworld Shpg,,
On Order,Ultramax,JL0195(B),Bulk,"82,000",,"82,000",DWT,"19,903",2019-06,Jinglu Shipyard,Established 2000-10,2017-Apr-07,Chartworld Shpg,Chartworld Shpg,,
On Order,Ultramax,HT82-217,Bulk,"82,000",,"82,000",DWT,"19,903",2018-10,Jiangsu Hantong HI,Established 2000-10,2017-Apr-01,Nisshin Shipping,Nisshin Shipping,,
On Order,Ultramax,HT82-220,Bulk,"82,000",,"82,000",DWT,"19,903",2019-,Jiangsu Hantong HI,Established 2000-10,2017-Apr-01,Nisshin Shipping,Nisshin Shipping,,
On Order,Ultramax,HT82-221,Bulk,"82,000",,"82,000",DWT,"19,903",2019-,Jiangsu Hantong HI,Established 2000-10,2017-Apr-01,Nisshin Shipping,Nisshin Shipping,,
On Order,Ultramax,CX5309B,Bulk,"82,000",,"82,000",DWT,"19,903",2018-10,Chengxi Shipyard,Established <2000,2017-Apr-01,Fountain Marine,Fountain Marine,,
On Order,Ultramax,CX5310B,Bulk,"82,000",,"82,000",DWT,"19,903",2018-12,Chengxi Shipyard,Established <2000,2017-Apr-01,Fountain Marine,Fountain Marine,,
On Order,Ultramax,HT82-218,Bulk,"82,000",,"82,000",DWT,"19,903",2018-12,Jiangsu Hantong HI,Established 2000-10,2017-Apr-01,Nisshin Shipping,Nisshin Shipping,,
On Order,Ultramax,HT82-219,Bulk,"82,000",,"82,000",DWT,"19,903",2019-,Jiangsu Hantong HI,Established 2000-10,2017-Apr-01,Nisshin Shipping,Nisshin Shipping,,
On Order,Ultramax,YZJ2015-2137,Bulk,"82,000",,"82,000",DWT,"19,903",2018-12,Jiangsu New YZJ,Established <2000,2017-Mar-30,Chartworld Shpg,Chartworld Shpg,,
On Order,Ultramax,10871,Bulk,"98,000",,"98,000",DWT,"22,763",2019-01,Oshima Shipbuilding,Established <2000,2017-Mar-30,CLdN Cobelfret,CLdN Cobelfret,,
On Order,Ultramax,YZJ2015-2140,Bulk,"82,000",,"82,000",DWT,"19,903",2019-09,Jiangsu New YZJ,Established <2000,2017-Mar-30,Chartworld Shpg,Chartworld Shpg,,
On Order,Ultramax,YZJ2015-2138,Bulk,"82,000",,"82,000",DWT,"19,903",2019-03,Jiangsu New YZJ,Established <2000,2017-Mar-30,Chartworld Shpg,Chartworld Shpg,,
On Order,Ultramax,10884,Bulk,"98,000",,"98,000",DWT,"22,763",2018-10,Oshima Shipbuilding,Established <2000,2017-Mar-30,CLdN Cobelfret,CLdN Cobelfret,,
On Order,Ultramax,YZJ2015-2139,Bulk,"82,000",,"82,000",DWT,"19,903",2019-06,Jiangsu New YZJ,Established <2000,2017-Mar-30,Chartworld Shpg,Chartworld Shpg,,
On Order,Ultramax,1719,Bulk,"95,000","50,000","95,000",DWT,"21,319",2018-10,Imabari SB Marugame,Established <2000,2017-Feb-01,Pacific Carriers,Pacific Carriers,,
On Order,Ultramax,10949,Bulk,"81,500",,"81,500",DWT,"19,829",2018-09,Oshima Shipbuilding,Established <2000,2016-Feb-15,U-Ming Marine Trans,Far Eastern Group,,
On Order,Ultramax,10950,Bulk,"81,500",,"81,500",DWT,"19,829",2019-06,Oshima Shipbuilding,Established <2000,2016-Feb-15,U-Ming Marine Trans,Far Eastern Group,,
On Order,Ultramax,1357,Bulk,"82,000",,"82,000",DWT,"19,903",2019-01,Sanoyas Shipbuilding,Established <2000,2016-Jan-01,Samos Steamship,Samos Steamship,,
On Order,Ultramax,YZJ2015-2217,Bulk,"81,800",,"81,800",DWT,"19,873",2018-12,Jiangsu New YZJ,Established <2000,2015-Dec-01,Alpha Bulkers,Alpha Tankers,,
On Order,Ultramax,YZJ2015-2216,Bulk,"81,800",,"81,800",DWT,"19,873",2018-10,Jiangsu New YZJ,Established <2000,2015-Dec-01,Alpha Bulkers,Alpha Tankers,,
On Order,Ultramax,1850,Bulk,"95,000",,"95,000",DWT,"22,336",2019-08,Imabari SB Marugame,Established <2000,2015-Nov-01,Unknown Japanese,Unknown Japanese,,
On Order,Ultramax,1803,Bulk,"84,000",,"84,000",DWT,"20,197",2018-09,Imabari SB Marugame,Established <2000,2015-Nov-01,Unknown Japanese,Unknown Japanese,,
On Order,Ultramax,1859,Bulk,"84,000","45,500","84,000",DWT,"20,127",2020-01,Imabari SB Marugame,Established <2000,2015-Oct-01,Unknown Japanese,Unknown Japanese,,
On Order,Ultramax,10921,Bulk,"84,000",,"84,000",DWT,"20,197",2020-04,Oshima Shipbuilding,Established <2000,2015-Oct-01,Unknown Japanese,Unknown Japanese,,
On Order,Ultramax,10836,Bulk,"82,000",,"82,000",DWT,"19,903",2019-02,Oshima Shipbuilding,Established <2000,2015-Sep-01,Unknown Japanese,Unknown Japanese,,
On Order,Ultramax,10837,Bulk,"82,000",,"82,000",DWT,"19,903",2019-04,Oshima Shipbuilding,Established <2000,2015-Sep-01,Unknown Japanese,Unknown Japanese,,
On Order,Ultramax,10859,Bulk,"82,000",,"82,000",DWT,"19,903",2018-11,Oshima Shipbuilding,Established <2000,2015-Sep-01,Unknown Japanese,Unknown Japanese,,
On Order,Ultramax,10967,Bulk,"98,900",,"98,900",DWT,"22,891",2018-10,Oshima Shipbuilding,Established <2000,2015-Sep-01,Unknown,Unknown,,
On Order,Ultramax,1577,Bulk,"82,000",,"82,000",DWT,"19,903",2019-04,Tsuneishi Zosen,Established <2000,2015-Aug-01,Unknown Japanese,Unknown Japanese,,
On Order,Ultramax,1573,Bulk,"81,600","43,400","81,600",DWT,"19,555",2019-04,Tsuneishi Zosen,Established <2000,2015-Jul-17,Sea Pioneer Shpg.,Sea Pioneer Shpg.,,
On Order,Ultramax,1572,Bulk,"81,600","43,400","81,600",DWT,"19,555",2018-09,Tsuneishi Zosen,Established <2000,2015-Jul-17,Unknown,Unknown,,
On Order,Ultramax,N/A,Bulk,"81,600","43,400","81,600",DWT,"19,555",2019-05,Tsuneishi Zosen,Established <2000,2015-May-29,Sea Pioneer Shpg.,Sea Pioneer Shpg.,,
On Order,Ultramax,N/A,Bulk,"81,600","43,400","81,600",DWT,"19,555",2019-07,Tsuneishi Zosen,Established <2000,2015-May-29,Sea Pioneer Shpg.,Sea Pioneer Shpg.,,
On Order,Ultramax,1718,Bulk,"84,000","45,500","84,000",DWT,"20,127",2019-03,Imabari SB Marugame,Established <2000,2015-Apr-01,Alassia Newships,Alassia Newships,,
On Order,Ultramax,1351,Bulk,"88,500",,"88,500",DWT,"20,851",2018-10,Sanoyas Shipbuilding,Established <2000,2015-Feb-05,Unknown Japanese,Unknown Japanese,,
On Order,Ultramax,SS-200,Bulk,"82,000",,"82,000",DWT,"19,903",2018-09,Tsuneishi Zhoushan,Established <2000,2014-Dec-01,Efshipping Co SA,Efshipping Co SA,,
On Order,Ultramax,SS-201,Bulk,"82,000",,"82,000",DWT,"19,903",2018-11,Tsuneishi Zhoushan,Established <2000,2014-Dec-01,Efshipping Co SA,Efshipping Co SA,,
On Order,Ultramax,JLZ8140406,Bulk,"82,000","44,090","82,000",DWT,"19,744",2019-01,Jinling Shipyard,Established >2010,2014-Nov-01,Qingdao Da Tong,Qingdao Da Tong,,
On Order,Ultramax,841,Bulk,"85,000",,"85,000",DWT,"20,344",2018-11,Sasebo HI,Established <2000,2014-Oct-01,Noma Kaiun,Noma Kaiun,,
On Order,Ultramax,JLZ8130431,Bulk,"81,774","44,120","81,774",DWT,"19,752",2019-04,Jinling Shipyard,Established >2010,2014-Jun-30,SDTR Marine,Transcenden Global,,
On Order,Ultramax,JLZ8130429,Bulk,"81,774","44,120","81,774",DWT,"19,752",2018-10,Jinling Shipyard,Established >2010,2014-Jun-30,SDTR Marine,Transcenden Global,,
On Order,Ultramax,JLZ8130430,Bulk,"81,774","44,120","81,774",DWT,"19,752",2019-01,Jinling Shipyard,Established >2010,2014-Jun-30,SDTR Marine,Transcenden Global,,
On Order,Ultramax,JLZ8130432,Bulk,"81,774","44,120","81,774",DWT,"19,752",2019-07,Jinling Shipyard,Established >2010,2014-Jun-30,SDTR Marine,Transcenden Global,,
On Order,Ultramax,SS-188,Bulk,"81,600",,"81,600",DWT,"19,844",2019-,Tsuneishi Zhoushan,Established <2000,2014-Mar-01,Safargo Shipping Pte,Safargo Shipping Pte,,
On Order,Ultramax,SS-189,Bulk,"81,600",,"81,600",DWT,"19,844",2019-,Tsuneishi Zhoushan,Established <2000,2014-Mar-01,Safargo Shipping Pte,Safargo Shipping Pte,,
On Order,Ultramax,DY6005,Bulk,"82,000","45,500","82,000",DWT,"20,127",2019-03,Yangzhou Binjiang SB,Established >2010,2014-Jan-08,SUMEC Group,Sinomach,,
On Order,Ultramax,DY6006,Bulk,"82,000","45,500","82,000",DWT,"20,127",2019-05,Yangzhou Binjiang SB,Established >2010,2014-Jan-08,SUMEC Group,Sinomach,28.82,$m
On Order,Ultramax,SS-186,Bulk,"81,600",,"81,600",DWT,"19,844",2018-10,Tsuneishi Zhoushan,Established <2000,2014-Jan-01,Safargo Shipping Pte,Safargo Shipping Pte,,
On Order,Ultramax,SS-187,Bulk,"81,600",,"81,600",DWT,"19,844",2019-,Tsuneishi Zhoushan,Established <2000,2014-Jan-01,Safargo Shipping Pte,Safargo Shipping Pte,,
On Order,Ultramax,SS-182,Bulk,"81,600",,"81,600",DWT,"19,844",2018-10,Tsuneishi Zhoushan,Established <2000,2014-Jan-01,Unknown,Unknown,,
On Order,Ultramax,DY6001,Bulk,"81,600","45,500","81,600",DWT,"20,127",2018-12,Yangzhou Binjiang SB,Established >2010,2013-Apr-01,Unknown,Unknown,27.00,$m
On Order,Ultramax,10815,Bulk,"81,370","43,729","81,370",DWT,"19,645",2019-03,Oshima Shipbuilding,Established <2000,2013-Jan-01,Norden,Norden,,
On Order,Ultramax,1174,Bulk,"76,000","41,811","76,000",DWT,"19,115",2019-,Unknown China,Established <2000,2011-May-29,Unknown Chinese,Unknown Chinese,,
On Order,Ultramax,10-063,Bulk,"82,000","40,840","82,000",DWT,"18,843",2018-09,Zhoushan Changhong,Established >2010,2010-Sep-25,Unknown,Unknown,33.30,$m
On Order,Ultramax,10-040,Bulk,"82,000","40,840","82,000",DWT,"18,843",2018-10,Zhoushan Changhong,Established >2010,2010-Jul-06,Zhoushan Changhong,Zhoushan Changhong,,
On Order,Ultramax,JSH413,Bulk,"79,600","42,868","79,600",DWT,"19,408",2019-,Jiangsu New YZJ,Established <2000,2007-Jan-01,Jiangsu New YZJ,Yangzijiang Holdings,,
On Order,Ultramax,N/A,Bulk,"80,100","42,868","80,100",DWT,"19,408",2019-,Unknown China,Established <2000,2007-Jan-01,Unknown Chinese,Unknown Chinese,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"64,000",,"64,000",DWT,"18,002",2020-,Wuhu Shipyard,Established <2000,2018-Aug-22,Ningbo Runhua,Ningbo Runhua,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"63,500",,"63,500",DWT,"17,916",2020-,New Times SB,Established 2000-10,2018-Aug-17,Pan Ocean,Pan Ocean,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"63,500",,"63,500",DWT,"17,916",2020-,New Times SB,Established 2000-10,2018-Aug-17,Pan Ocean,Pan Ocean,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"63,500",,"63,500",DWT,"17,916",2020-,Wuhu Shipyard,Established <2000,2018-Aug-15,Unknown,Unknown,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"63,800",,"63,800",DWT,"17,968",2020-,Nantong Xiangyu,Established >2010,2018-Jul-27,Doun Kisen,Doun Kisen,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"63,800",,"63,800",DWT,"17,968",2020-,Nantong Xiangyu,Established >2010,2018-Jul-27,Doun Kisen,Doun Kisen,,
On Order,Kamsarmax Bulkers,TB1505,Bulk,"63,500",,"63,500",DWT,"17,916",2019-08,Nantong Xiangyu,Established >2010,2018-Jun-01,Master's Ships Man.,Master's Ships Man.,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"64,000",,"64,000",DWT,"18,002",2020-,Taizhou Sanfu,Established <2000,2018-May-25,Meghna Marine,Meghna Group,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"40,000",,"40,000",DWT,"13,708",2020-,Chengxi Shipyard,Established <2000,2018-May-17,CSL Group,CSL Group,,
On Order,Kamsarmax Bulkers,6013,Bulk,"61,000",,"61,000",DWT,"17,482",2019-09,Toyohashi SB,Established 2000-10,2018-May-01,Island View Shpg.,Grindrod,,
On Order,Kamsarmax Bulkers,6012,Bulk,"61,000",,"61,000",DWT,"17,482",2019-08,Toyohashi SB,Established 2000-10,2018-May-01,Island View Shpg.,Grindrod,,
On Order,Kamsarmax Bulkers,NE288,Bulk,"61,000",,"61,000",DWT,"17,482",2019-11,Nantong COSCO KHI,Established 2000-10,2018-May-01,Helikon Shpg. Ent.,Helikon Shpg. Ent.,,
On Order,Kamsarmax Bulkers,N873,Bulk,"63,800",,"63,800",DWT,"17,968",2020-03,COSCO HI Yangzhou,Established >2010,2018-May-01,Union Maritime Ltd,Union Maritime Ltd,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"64,000",,"64,000",DWT,"18,002",2020-,Jiangsu Hantong HI,Established 2000-10,2018-Apr-27,Nisshin Shipping,Nisshin Shipping,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"64,000",,"64,000",DWT,"18,002",2019-11,Jiangsu Hantong HI,Established 2000-10,2018-Apr-27,Nisshin Shipping,Nisshin Shipping,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"64,000",,"64,000",DWT,"18,002",2020-,Jiangsu Hantong HI,Established 2000-10,2018-Apr-27,Nisshin Shipping,Nisshin Shipping,,
On Order,Kamsarmax Bulkers,DE067,Bulk,"61,400",,"61,400",DWT,"17,552",2020-03,Dalian COSCO KHI,Established 2000-10,2018-Apr-01,Unknown Japanese,Unknown Japanese,,
On Order,Kamsarmax Bulkers,SC-320,Bulk,"64,000",,"64,000",DWT,"18,002",2020-05,Tsuneishi Cebu,Established <2000,2018-Apr-01,Unknown Japanese,Unknown Japanese,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"63,500",,"63,500",DWT,"17,916",2021-,Nantong Xiangyu,Established >2010,2018-Mar-01,Nisshin Shipping,Nisshin Shipping,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"63,500",,"63,500",DWT,"17,916",2021-,Nantong Xiangyu,Established >2010,2018-Mar-01,Nisshin Shipping,Nisshin Shipping,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"63,500",,"63,500",DWT,"17,916",2021-,Nantong Xiangyu,Established >2010,2018-Mar-01,Nisshin Shipping,Nisshin Shipping,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"63,500",,"63,500",DWT,"17,916",2021-,Nantong Xiangyu,Established >2010,2018-Mar-01,Nisshin Shipping,Nisshin Shipping,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"63,500",,"63,500",DWT,"17,916",2021-,Nantong Xiangyu,Established >2010,2018-Mar-01,Nisshin Shipping,Nisshin Shipping,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"63,500",,"63,500",DWT,"17,916",2021-,Nantong Xiangyu,Established >2010,2018-Mar-01,Nisshin Shipping,Nisshin Shipping,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"63,500",,"63,500",DWT,"17,916",2021-,Nantong Xiangyu,Established >2010,2018-Mar-01,Nisshin Shipping,Nisshin Shipping,,
On Order,Kamsarmax Bulkers,N872,Bulk,"63,800",,"63,800",DWT,"17,968",2020-01,COSCO HI Yangzhou,Established >2010,2018-Feb-08,Union Maritime Ltd,Union Maritime Ltd,,
On Order,Kamsarmax Bulkers,N871,Bulk,"63,800",,"63,800",DWT,"17,968",2019-09,COSCO HI Yangzhou,Established >2010,2018-Feb-08,Union Maritime Ltd,Union Maritime Ltd,,
On Order,Kamsarmax Bulkers,JSHT098,Bulk,"52,500",,"52,500",DWT,"15,770",2020-,Haitong Offshore Eng,Established >2010,2018-Feb-01,Unknown Chinese,Unknown Chinese,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"64,000",,"64,000",DWT,"18,002",2020-,Taizhou Kouan SB,Established <2000,2018-Feb-01,Pacific Carriers,Pacific Carriers,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"64,000",,"64,000",DWT,"18,002",2020-,Taizhou Kouan SB,Established <2000,2018-Feb-01,Pacific Carriers,Pacific Carriers,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"52,000",,"52,000",DWT,"15,678",2021-,Oshima Shipbuilding,Established <2000,2018-Jan-15,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"52,000",,"52,000",DWT,"15,678",2021-,Oshima Shipbuilding,Established <2000,2018-Jan-15,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"52,000",,"52,000",DWT,"15,678",2021-,Oshima Shipbuilding,Established <2000,2018-Jan-15,Mitsui O.S.K. Lines,Mitsui O.S.K. Lines,,
On Order,Kamsarmax Bulkers,SF180101,Bulk,"63,200",,"63,200",DWT,"17,864",2020-,Taizhou Sanfu,Established <2000,2018-Jan-01,Winning Intl,Winning Intl,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"63,500",,"63,500",DWT,"17,916",2020-,Zhoushan Changhong,Established >2010,2018-Jan-01,New Yangtze Nav,Changjiang Breaking,,
On Order,Kamsarmax Bulkers,SF180102,Bulk,"63,200",,"63,200",DWT,"17,864",2020-,Taizhou Sanfu,Established <2000,2018-Jan-01,Winning Intl,Winning Intl,,
On Order,Kamsarmax Bulkers,SF180103,Bulk,"63,200",,"63,200",DWT,"17,864",2020-,Taizhou Sanfu,Established <2000,2018-Jan-01,Winning Intl,Winning Intl,,
On Order,Kamsarmax Bulkers,529,Bulk,"63,000",,"63,000",DWT,"17,830",2019-09,Iwagi Zosen,Established <2000,2018-Jan-01,Unknown Japanese,Unknown Japanese,,
On Order,Kamsarmax Bulkers,CHB044,Bulk,"63,500",,"63,500",DWT,"17,916",2020-,Zhoushan Changhong,Established >2010,2018-Jan-01,New Yangtze Nav,Changjiang Breaking,,
On Order,Kamsarmax Bulkers,1961,Bulk,"60,200",,"60,200",DWT,"17,342",2019-10,Mitsui SB (Tamano),Established <2000,2017-Dec-22,M/Maritime,M/Maritime,,
On Order,Kamsarmax Bulkers,1962,Bulk,"60,200",,"60,200",DWT,"17,342",2020-03,Mitsui SB (Tamano),Established <2000,2017-Dec-22,M/Maritime,M/Maritime,,
On Order,Kamsarmax Bulkers,N850,Pulp,"62,000",,"62,000",DWT,"17,656",2019-07,COSCO Dalian SY,Established 2000-10,2017-Dec-20,COSCO Shpg Spec,China COSCO Shipping,222.00,RMB m
On Order,Kamsarmax Bulkers,8040,Bulk,"61,000",,"61,000",DWT,"17,482",2020-06,Dalian COSCO KHI,Established 2000-10,2017-Dec-15,Wisdom Marine Group,Wisdom Marine Group,,
On Order,Kamsarmax Bulkers,8039,Bulk,"61,000",,"61,000",DWT,"17,482",2020-06,Dalian COSCO KHI,Established 2000-10,2017-Dec-15,Wisdom Marine Group,Wisdom Marine Group,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"65,000",,"65,000",DWT,"17,340",2020-,New Times SB,Established 2000-10,2017-Dec-13,FrontMarine,FrontMarine,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"65,000",,"65,000",DWT,"17,340",2020-,New Times SB,Established 2000-10,2017-Dec-13,FrontMarine,FrontMarine,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"65,000",,"65,000",DWT,"17,340",2021-,New Times SB,Established 2000-10,2017-Dec-13,FrontMarine,FrontMarine,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"65,000",,"65,000",DWT,"17,340",2021-,New Times SB,Established 2000-10,2017-Dec-13,FrontMarine,FrontMarine,,
On Order,Kamsarmax Bulkers,N/A,Bulk,"65,000",,"65,000",DWT,"17,340",2020-,New Times SB,Established 2000-10,2017-Dec-13,FrontMarine,FrontMarine,,
